"","INDEX","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","TARGET_FLAG","TARGET_AMT"
"1751",8360,NA,0,32,2,9,"$27,462","Yes","$0","z_No","z_F","z_High School","Clerical",30,"Private","$11,630",6,"z_SUV","no","$0",0,"Yes",0,1,"z_Highly Rural/ Rural","NO",0
"1752",8365,NA,0,45,1,11,"$3,006","Yes","$0","z_No","z_F","z_High School","Home Maker",39,"Commercial","$30,050",6,"Van","no","$0",0,"Yes",2,1,"z_Highly Rural/ Rural","NO",0
"1753",8366,NA,0,49,0,15,"$22,978","No","$144,545","Yes","M","<High School","Clerical",5,"Private","$20,010",1,"Van","yes","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"1754",8369,NA,3,45,3,14,"$3,532","No","$71,734","Yes","z_F","z_High School","Home Maker",35,"Private","$6,350",1,"z_SUV","no","$11,564",2,"No",2,6,"Highly Urban/ Urban","YES",2082.59614832336
"1755",8373,NA,0,34,3,13,"$20,299","No","$66,016","Yes","z_F","z_High School","Home Maker",45,"Private","$18,140",6,"z_SUV","no","$0",0,"No",3,1,"z_Highly Rural/ Rural","NO",0
"1756",8378,NA,0,39,0,NA,"$94,059","No","$286,323","Yes","M","Bachelors","Professional",33,"Commercial","$42,320",1,"Panel Truck","yes","$0",0,"No",0,6,"Highly Urban/ Urban","NO",0
"1757",8392,NA,0,45,0,0,"$0","No","$77,453","z_No","z_F","Masters","Home Maker",24,"Private","$30,130",4,"Minivan","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1758",8397,NA,1,45,1,14,"$26,156","No","$179,165","Yes","z_F","Bachelors","Professional",48,"Private","$14,460",1,"z_SUV","no","$28,959",1,"Yes",0,10,"Highly Urban/ Urban","YES",2341.35668410492
"1759",8399,NA,0,56,2,16,"$66,868","No","$204,146","Yes","z_F","z_High School","z_Blue Collar",17,"Private","$21,050",10,"Pickup","no","$0",0,"Yes",0,6,"Highly Urban/ Urban","NO",0
"1760",8400,NA,0,55,0,16,"$42,815","No","$205,232","Yes","M","Masters","Lawyer",47,"Private","$14,690",1,"Minivan","yes","$8,762",1,"No",0,8,"Highly Urban/ Urban","NO",0
"1761",8405,NA,1,41,2,14,"$86,860","Yes","$0","z_No","M","Bachelors","z_Blue Collar",33,"Commercial","$16,020",3,"Minivan","no","$0",0,"No",4,1,"Highly Urban/ Urban","YES",3619.38840687822
"1762",8406,NA,0,56,0,15,"$82,370","No","$274,135","Yes","z_F","Masters","Manager",15,"Private","$15,340",6,"z_SUV","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1763",8410,NA,0,33,1,12,"$66,803","No","$193,201","Yes","M","Masters","Lawyer",32,"Private","$14,390",6,"Minivan","yes","$0",0,"Yes",0,17,"Highly Urban/ Urban","NO",0
"1764",8413,NA,0,33,0,9,"$74,138","No","$263,173","z_No","M","z_High School","z_Blue Collar",5,"Private","$13,640",13,"Minivan","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1765",8414,NA,0,49,0,13,"$59,743","No","$239,955","Yes","M","Bachelors","z_Blue Collar",11,"Commercial","$12,370",1,"Minivan","no","$51,188",2,"Yes",4,10,"Highly Urban/ Urban","NO",0
"1766",8416,NA,0,35,2,12,"$3,028","Yes","","z_No","M","Bachelors","Student",40,"Private","$5,300",1,"Pickup","no","$32,063",2,"Yes",4,10,"Highly Urban/ Urban","YES",2974.05505489639
"1767",8426,NA,0,34,5,NA,"$17,698","No","$137,278","Yes","z_F","<High School","Home Maker",35,"Private","$6,670",1,"Sports Car","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1768",8434,NA,0,53,0,14,"$107,394","No","$318,906","Yes","z_F","z_High School","z_Blue Collar",20,"Commercial","$17,540",1,"z_SUV","no","$0",0,"No",1,1,"Highly Urban/ Urban","NO",0
"1769",8439,NA,0,39,2,NA,"$111,072","No","$297,741","Yes","z_F","Bachelors","Manager",33,"Private","$9,560",4,"z_SUV","no","$0",0,"No",4,10,"Highly Urban/ Urban","NO",0
"1770",8440,NA,2,45,2,13,"$109,361","No","$306,852","Yes","z_F","Bachelors","Manager",9,"Private","$1,500",1,"z_SUV","no","$0",0,"No",0,16,"Highly Urban/ Urban","NO",0
"1771",8475,NA,0,52,0,8,"$96,707","No","$270,614","Yes","M","z_High School","z_Blue Collar",32,"Commercial","$29,370",13,"Panel Truck","yes","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1772",8480,NA,0,39,0,11,"","No","$64,192","z_No","z_F","z_High School","Home Maker",52,"Private","$6,620",5,"Sports Car","no","$3,884",2,"No",1,1,"z_Highly Rural/ Rural","NO",0
"1773",8497,NA,0,61,2,18,"$34,446","No","$168,224","Yes","M","Masters","Lawyer",35,"Private","$11,040",4,"z_SUV","yes","$1,465",2,"No",0,9,"Highly Urban/ Urban","NO",0
"1774",8499,NA,0,53,0,10,"$30,699","No","$0","z_No","M","Bachelors","Clerical",42,"Commercial","$22,730",4,"Panel Truck","no","$19,644",2,"Yes",5,13,"Highly Urban/ Urban","YES",3590.61775860625
"1775",8500,NA,0,43,0,12,"$46,671","No","$183,055","z_No","M","<High School","z_Blue Collar",63,"Private","$9,400",13,"Pickup","yes","$0",0,"No",3,5,"Highly Urban/ Urban","NO",0
"1776",8501,NA,0,52,0,9,"$46,188","No","$163,879","z_No","z_F","Masters","Manager",26,"Private","$18,910",6,"Minivan","no","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"1777",8502,NA,0,43,0,11,"","No","$178,766","Yes","z_F","z_High School","Professional",51,"Private","$6,530",1,"Sports Car","no","$8,487",2,"No",3,1,"Highly Urban/ Urban","NO",0
"1778",8518,NA,0,33,3,9,"$58,195","No","$173,288","Yes","z_F","z_High School","Professional",37,"Private","$8,090",1,"Sports Car","no","$504",1,"No",0,1,"Highly Urban/ Urban","NO",0
"1779",8520,NA,0,40,1,11,"$40,252","Yes","$201,112","z_No","M","z_High School","z_Blue Collar",41,"Private","$7,240",13,"Pickup","yes","$0",0,"Yes",0,1,"Highly Urban/ Urban","YES",2094.39387251854
"1780",8523,NA,0,54,0,14,"$59,291","No","$0","z_No","M","<High School","z_Blue Collar",5,"Private","$12,830",1,"Minivan","no","$6,815",1,"No",6,1,"Highly Urban/ Urban","NO",0
"1781",8525,NA,0,48,0,10,"","No","$155,212","Yes","M","Masters","",18,"Commercial","$30,500",1,"Panel Truck","yes","$0",0,"No",2,18,"Highly Urban/ Urban","NO",0
"1782",8532,NA,0,47,0,14,"$106,484","No","$328,359","Yes","M","Masters","Manager",49,"Commercial","$28,380",4,"Panel Truck","no","$0",0,"No",0,19,"Highly Urban/ Urban","NO",0
"1783",8535,NA,0,56,0,13,"$69,790","No","$198,028","Yes","M","z_High School","z_Blue Collar",44,"Commercial","$15,960",17,"Minivan","yes","$7,825",3,"No",6,1,"Highly Urban/ Urban","NO",0
"1784",8543,NA,0,43,2,16,"$98,666","No","$319,269","Yes","z_F","Masters","Lawyer",37,"Private","$3,800",6,"z_SUV","no","$35,062",2,"Yes",0,16,"Highly Urban/ Urban","NO",0
"1785",8554,NA,0,48,0,13,"$54,108","No","$183,134","Yes","M","z_High School","Professional",23,"Private","$10,060",1,"Pickup","yes","$3,149",2,"No",0,1,"Highly Urban/ Urban","NO",0
"1786",8560,NA,2,45,2,0,"$0","No","$100,508","Yes","z_F","Bachelors","Home Maker",60,"Private","$6,000",10,"z_SUV","no","$0",0,"No",4,11,"z_Highly Rural/ Rural","NO",0
"1787",8561,NA,0,57,0,14,"$177,908","No","$467,833","Yes","M","PhD","Manager",41,"Commercial","$25,380",1,"Panel Truck","yes","$35,371",3,"Yes",0,13,"Highly Urban/ Urban","NO",0
"1788",8563,NA,0,53,0,13,"$70,195","No","$0","z_No","M","Bachelors","Professional",34,"Private","$17,750",1,"Minivan","no","$0",0,"No",2,9,"z_Highly Rural/ Rural","NO",0
"1789",8566,NA,0,40,0,0,"$0","No","$0","z_No","z_F","z_High School","Student",40,"Commercial","$5,500",17,"z_SUV","no","$0",0,"Yes",5,13,"Highly Urban/ Urban","YES",2679.19023279238
"1790",8570,NA,0,39,0,9,"$42,141","No","$181,281","z_No","z_F","z_High School","z_Blue Collar",5,"Commercial","$20,080",4,"Pickup","no","$0",0,"No",2,4,"Highly Urban/ Urban","NO",0
"1791",8572,NA,0,36,1,12,"$25,081","No","$119,233","Yes","M","<High School","Clerical",66,"Private","$7,610",1,"Pickup","no","$7,054",1,"No",0,NA,"z_Highly Rural/ Rural","NO",0
"1792",8582,NA,0,42,0,4,"$17,574","No","$83,322","Yes","M","Masters","Professional",44,"Private","$5,700",6,"Pickup","no","$0",0,"No",0,16,"Highly Urban/ Urban","NO",0
"1793",8583,NA,0,28,2,8,"$66,783","No","$227,215","Yes","z_F","Bachelors","z_Blue Collar",5,"Commercial","$10,980",10,"z_SUV","no","$8,079",2,"No",3,10,"Highly Urban/ Urban","NO",0
"1794",8587,NA,0,36,2,11,"$13,509","Yes","$0","z_No","z_F","z_High School","Clerical",39,"Private","$2,850",13,"Sports Car","no","$1,468",1,"No",5,1,"z_Highly Rural/ Rural","NO",0
"1795",8592,NA,0,33,0,5,"$12,067","No","","Yes","z_F","<High School","Clerical",19,"Commercial","$16,930",10,"Pickup","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1796",8593,NA,0,48,0,11,"$73,806","No","$216,274","z_No","z_F","z_High School","z_Blue Collar",16,"Commercial","$8,850",3,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1797",8607,NA,0,69,1,14,"$5,622","No","$181,254","Yes","z_F","z_High School","Home Maker",26,"Private","$9,350",13,"Sports Car","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1798",8609,NA,0,33,1,NA,"$86,321","Yes","$227,138","z_No","M","Masters","",17,"Private","$13,430",1,"Minivan","yes","$0",0,"No",4,24,"Highly Urban/ Urban","NO",0
"1799",8610,NA,0,61,0,0,"$0","No","$0","z_No","M","z_High School","Student",29,"Private","$20,480",6,"z_SUV","no","$0",0,"No",0,9,"z_Highly Rural/ Rural","NO",0
"1800",8614,NA,0,49,0,7,"$32,763","No","$191,657","Yes","z_F","Bachelors","z_Blue Collar",25,"Commercial","$8,010",17,"z_SUV","no","$21,383",2,"No",7,11,"Highly Urban/ Urban","NO",0
"1801",8616,NA,0,42,0,11,"$50,613","No","$0","z_No","z_F","z_High School","Clerical",45,"Private","$18,170",4,"Minivan","no","$6,784",2,"No",4,1,"Highly Urban/ Urban","NO",0
"1802",8622,NA,0,55,0,15,"$34,745","No","","Yes","M","z_High School","z_Blue Collar",15,"Private","$10,470",18,"Pickup","yes","$2,752",1,"No",4,NA,"Highly Urban/ Urban","NO",0
"1803",8623,NA,0,41,0,11,"$39,066","No","$171,066","Yes","z_F","z_High School","Clerical",14,"Private","$14,320",1,"Minivan","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1804",8624,NA,0,47,0,9,"$18,896","No","$106,991","z_No","M","Bachelors","z_Blue Collar",14,"Commercial","$12,040",6,"Minivan","yes","$0",0,"No",2,8,"Highly Urban/ Urban","NO",0
"1805",8633,NA,1,43,2,15,"$28,948","No","$189,468","Yes","z_F","Bachelors","Manager",43,"Private","$13,260",5,"z_SUV","no","$32,281",1,"No",0,9,"Highly Urban/ Urban","NO",0
"1806",8641,NA,0,44,0,10,"","No","$238,871","z_No","z_F","Bachelors","z_Blue Collar",29,"Commercial","$15,810",1,"z_SUV","no","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"1807",8644,NA,0,25,1,9,"","Yes","$0","z_No","z_F","z_High School","Clerical",12,"Private","$7,530",3,"z_SUV","no","$4,885",3,"No",3,7,"Highly Urban/ Urban","YES",4204.12117961214
"1808",8649,NA,0,45,1,NA,"$29,836","Yes","$130,714","z_No","M","<High School","Clerical",28,"Commercial","$10,240",4,"Pickup","yes","$0",0,"No",1,6,"Highly Urban/ Urban","NO",0
"1809",8653,NA,0,42,0,12,"$103,050","No","$270,986","Yes","M","Masters","Professional",26,"Commercial","$11,860",4,"Pickup","yes","$0",0,"No",0,16,"Highly Urban/ Urban","NO",0
"1810",8657,NA,0,53,0,11,"$178,768","No","$469,094","z_No","M","PhD","",23,"Commercial","$24,680",6,"Panel Truck","no","$0",0,"No",1,12,"Highly Urban/ Urban","NO",0
"1811",8658,NA,0,36,0,8,"$51,358","No","$178,375","Yes","z_F","Bachelors","Professional",25,"Private","$1,500",7,"z_SUV","no","$0",0,"No",0,6,"Highly Urban/ Urban","NO",0
"1812",8663,NA,0,47,0,11,"$190,579","No","$471,490","z_No","z_F","PhD","Doctor",39,"Private","$13,040",6,"z_SUV","no","$0",0,"No",0,16,"Highly Urban/ Urban","NO",0
"1813",8672,NA,0,52,0,0,"$0","No","$0","Yes","z_F","z_High School","Student",62,"Commercial","$19,240",17,"Minivan","no","$6,902",2,"Yes",3,9,"Highly Urban/ Urban","YES",2412.10492957981
"1814",8680,NA,0,48,0,14,"$58,132","No","$0","z_No","z_F","z_High School","Manager",32,"Private","$6,860",6,"z_SUV","no","$7,926",3,"No",3,1,"Highly Urban/ Urban","NO",0
"1815",8684,NA,0,61,0,11,"$53,354","No","$0","z_No","z_F","<High School","z_Blue Collar",41,"Private","$1,500",7,"Sports Car","no","$0",0,"No",0,NA,"Highly Urban/ Urban","NO",0
"1816",8687,NA,0,54,0,14,"$67,290","No","$269,448","Yes","z_F","Bachelors","Manager",24,"Private","$8,230",6,"Sports Car","no","$0",0,"No",2,10,"Highly Urban/ Urban","NO",0
"1817",8688,NA,0,42,0,10,"$90,937","No","$287,892","Yes","M","Bachelors","Manager",11,"Private","$1,500",4,"Minivan","yes","$943",2,"No",0,13,"Highly Urban/ Urban","NO",0
"1818",8690,NA,0,36,4,0,"$0","No","$0","Yes","z_F","z_High School","Student",35,"Commercial","$15,130",10,"z_SUV","no","$0",0,"Yes",0,1,"z_Highly Rural/ Rural","NO",0
"1819",8712,NA,0,46,0,12,"$5,070","No","$0","z_No","M","z_High School","Student",8,"Private","$1,790",1,"Minivan","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1820",8717,NA,0,37,0,9,"$45,464","No","$0","z_No","z_F","Masters","Lawyer",35,"Private","$11,920",14,"z_SUV","no","$3,964",1,"No",4,15,"Highly Urban/ Urban","NO",0
"1821",8730,NA,0,45,0,12,"$11,261","No","$151,509","Yes","M","Masters","Manager",26,"Private","$13,700",4,"Minivan","yes","$0",0,"No",0,18,"Highly Urban/ Urban","NO",0
"1822",8739,NA,0,25,0,8,"$66,923","No","$231,852","z_No","M","Bachelors","Professional",18,"Private","$15,010",10,"Minivan","yes","$5,960",1,"No",5,NA,"Highly Urban/ Urban","NO",0
"1823",8744,NA,0,41,0,11,"$67,338","No","$205,470","Yes","z_F","Bachelors","z_Blue Collar",6,"Commercial","$19,840",10,"z_SUV","no","$0",0,"Yes",0,14,"z_Highly Rural/ Rural","NO",0
"1824",8747,NA,0,44,0,7,"$16,976","No","$165,890","Yes","z_F","z_High School","Home Maker",53,"Private","$9,680",1,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1825",8748,NA,0,46,0,11,"$95,550","No","$0","z_No","M","Masters","Professional",21,"Commercial","$16,590",7,"Van","no","$2,169",1,"No",0,18,"Highly Urban/ Urban","NO",0
"1826",8751,NA,0,47,0,NA,"$3,663","No","$122,332","Yes","z_F","z_High School","Student",57,"Commercial","$9,310",1,"Sports Car","no","$1,348",2,"No",4,7,"Highly Urban/ Urban","YES",2738.18166395959
"1827",8758,NA,0,37,0,7,"$34,038","No","$161,587","z_No","M","Masters","Lawyer",61,"Private","$15,450",9,"Minivan","no","$3,721",3,"No",2,14,"Highly Urban/ Urban","NO",0
"1828",8761,NA,0,48,0,10,"$44,770","No","$162,374","z_No","M","Masters","Lawyer",66,"Private","$5,980",1,"Pickup","yes","$0",0,"No",4,14,"Highly Urban/ Urban","NO",0
"1829",8763,NA,0,44,0,12,"$33,833","No","$172,826","Yes","z_F","<High School","z_Blue Collar",26,"Private","$22,330",11,"Minivan","no","$0",0,"No",1,1,"z_Highly Rural/ Rural","NO",0
"1830",8764,NA,0,37,0,8,"$95,502","No","$0","z_No","z_F","Bachelors","Professional",37,"Private","$26,290",1,"Sports Car","no","$7,460",1,"No",0,11,"Highly Urban/ Urban","NO",0
"1831",8765,NA,0,42,2,13,"$38,092","No","$150,907","Yes","z_F","z_High School","Clerical",15,"Private","$15,320",7,"Sports Car","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1832",8773,NA,0,53,0,13,"$74,334","No","$254,789","Yes","z_F","PhD","Manager",24,"Private","$6,800",10,"z_SUV","no","$5,854",1,"No",1,16,"Highly Urban/ Urban","NO",0
"1833",8780,NA,0,36,0,12,"$77,526","No","$262,675","Yes","M","Bachelors","Professional",31,"Private","$12,850",7,"Minivan","yes","$8,271",3,"No",5,11,"Highly Urban/ Urban","NO",0
"1834",8781,NA,0,43,1,11,"$72,421","No","$217,974","Yes","z_F","Bachelors","Manager",35,"Private","$13,760",3,"z_SUV","no","$1,018",1,"No",1,18,"Highly Urban/ Urban","NO",0
"1835",8782,NA,0,48,0,11,"$101,806","No","$296,076","z_No","z_F","Masters","",36,"Commercial","$20,860",7,"Pickup","no","$26,433",3,"Yes",0,23,"Highly Urban/ Urban","NO",0
"1836",8785,NA,0,49,0,7,"$67,258","No","$222,040","z_No","M","Masters","Lawyer",28,"Private","$21,760",6,"Van","no","$0",0,"No",1,10,"Highly Urban/ Urban","NO",0
"1837",8786,NA,3,44,4,18,"$59,352","No","$192,373","Yes","M","z_High School","Manager",17,"Private","$15,470",1,"Minivan","yes","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1838",8797,NA,0,47,0,6,"$32,267","No","$0","z_No","z_F","<High School","z_Blue Collar",63,"Private","$18,210",1,"Sports Car","no","$0",0,"Yes",6,NA,"Highly Urban/ Urban","YES",2835.31003524563
"1839",8799,NA,0,57,0,14,"$89,448","No","$255,481","Yes","z_F","PhD","Manager",20,"Private","$18,020",1,"z_SUV","no","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"1840",8807,NA,2,37,2,10,"$47,473","No","$190,556","Yes","M","z_High School","z_Blue Collar",37,"Commercial","$9,950",4,"Pickup","no","$2,981",2,"No",3,8,"Highly Urban/ Urban","YES",3060.61626055176
"1841",8816,NA,0,51,0,13,"$32,159","No","$195,096","z_No","z_F","<High School","z_Blue Collar",46,"Private","$9,820",4,"z_SUV","no","$0",0,"No",0,6,"z_Highly Rural/ Rural","NO",0
"1842",8817,NA,1,43,2,5,"$2,599","Yes","$0","z_No","M","Bachelors","Student",38,"Private","$1,760",3,"Minivan","yes","$0",0,"No",0,5,"z_Highly Rural/ Rural","NO",0
"1843",8826,NA,0,27,2,NA,"$11,882","No","$0","Yes","z_F","z_High School","Student",39,"Private","$32,510",1,"Pickup","no","$10,780",2,"No",1,8,"Highly Urban/ Urban","NO",0
"1844",8833,NA,0,53,0,11,"$115,204","No","","Yes","M","Masters","",48,"Commercial","$18,320",6,"Van","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1845",8834,NA,0,54,0,12,"$71,316","No","$266,967","Yes","M","Masters","Manager",13,"Commercial","$32,660",7,"Panel Truck","no","$0",0,"No",0,17,"Highly Urban/ Urban","NO",0
"1846",8835,NA,0,54,0,15,"$74,208","No","$277,531","Yes","M","Bachelors","Manager",13,"Commercial","$22,330",7,"Van","no","$0",0,"No",2,10,"Highly Urban/ Urban","NO",0
"1847",8840,NA,0,40,2,8,"$76,036","No","$209,793","Yes","M","Bachelors","z_Blue Collar",32,"Commercial","$14,430",10,"Minivan","yes","$0",0,"No",0,9,"Highly Urban/ Urban","NO",0
"1848",8843,NA,0,58,0,11,"$101,448","No","$329,765","Yes","M","Bachelors","Professional",32,"Private","$17,440",1,"Van","no","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"1849",8849,NA,0,41,0,11,"$39,066","No","","Yes","z_F","z_High School","Clerical",25,"Private","$7,920",7,"Sports Car","no","$0",0,"No",3,1,"Highly Urban/ Urban","NO",0
"1850",8855,NA,0,37,4,5,"$79,846","Yes","$0","z_No","z_F","<High School","z_Blue Collar",35,"Commercial","$20,460",6,"z_SUV","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1851",8861,NA,0,45,0,10,"$93,996","No","$316,275","Yes","z_F","Masters","Professional",47,"Private","$11,640",1,"z_SUV","no","$3,731",1,"No",5,13,"Highly Urban/ Urban","NO",0
"1852",8862,NA,0,45,0,10,"$49,675","No","$181,340","z_No","M","PhD","Professional",36,"Private","$1,500",1,"Minivan","yes","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"1853",8865,NA,0,50,0,11,"$53,567","No","$225,043","Yes","M","<High School","z_Blue Collar",15,"Commercial","$27,630",1,"Panel Truck","no","$0",0,"No",2,8,"Highly Urban/ Urban","NO",0
"1854",8868,NA,2,37,2,7,"$125,309","No","","Yes","z_F","Bachelors","Professional",21,"Private","$19,900",11,"Minivan","no","$0",0,"No",0,8,"z_Highly Rural/ Rural","NO",0
"1855",8870,NA,0,43,3,14,"$132,449","No","$354,193","Yes","z_F","Masters","Manager",17,"Private","$27,530",10,"Minivan","no","$0",0,"No",2,14,"Highly Urban/ Urban","NO",0
"1856",8880,NA,0,44,2,13,"$44,200","No","$160,351","Yes","z_F","z_High School","Clerical",35,"Private","$10,910",4,"z_SUV","no","$0",0,"No",2,1,"Highly Urban/ Urban","NO",0
"1857",8885,NA,0,46,0,5,"$133,912","No","$0","z_No","M","Masters","Lawyer",19,"Private","$14,890",13,"Minivan","yes","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"1858",8894,NA,0,45,0,15,"$128,801","No","$0","z_No","z_F","Masters","Lawyer",27,"Private","$25,900",3,"Minivan","no","$5,994",2,"No",6,17,"Highly Urban/ Urban","NO",0
"1859",8895,NA,0,50,0,9,"$139,452","No","$364,308","Yes","z_F","PhD","Doctor",43,"Private","$11,900",8,"Pickup","no","$0",0,"Yes",1,NA,"Highly Urban/ Urban","NO",0
"1860",8899,NA,2,58,3,15,"$41,781","No","$195,766","Yes","z_F","z_High School","Clerical",43,"Private","$8,260",4,"Minivan","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1861",8912,NA,0,45,0,10,"$48,344","No","$0","z_No","M","Masters","",59,"Private","$13,020",9,"Minivan","no","$7,102",3,"No",4,NA,"Highly Urban/ Urban","NO",0
"1862",8922,NA,0,46,0,12,"$16,468","No","$100,941","Yes","z_F","Masters","Home Maker",44,"Private","$7,750",10,"z_SUV","no","$0",0,"No",0,11,"z_Highly Rural/ Rural","NO",0
"1863",8924,NA,0,42,0,12,"$64,019","No","$249,488","Yes","z_F","PhD","Doctor",38,"Private","$14,590",4,"Sports Car","no","$7,465",1,"No",0,13,"Highly Urban/ Urban","NO",0
"1864",8928,NA,0,49,0,16,"$25,371","No","$143,256","Yes","M","z_High School","z_Blue Collar",20,"Private","$4,690",4,"Pickup","yes","$0",0,"No",3,11,"Highly Urban/ Urban","NO",0
"1865",8932,NA,0,30,0,7,"$54,275","No","$121,341","Yes","z_F","z_High School","Professional",17,"Private","$7,220",1,"Sports Car","no","$0",0,"No",5,1,"Highly Urban/ Urban","NO",0
"1866",8943,NA,0,54,0,12,"$40,818","No","$0","z_No","z_F","Masters","Lawyer",34,"Private","$15,890",13,"z_SUV","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1867",8945,NA,0,40,0,13,"$58,231","No","$209,820","Yes","M","Bachelors","Manager",23,"Private","$5,400",1,"Minivan","yes","$2,983",1,"No",3,13,"Highly Urban/ Urban","NO",0
"1868",8946,NA,0,43,3,14,"$22,485","Yes","$0","z_No","z_F","<High School","z_Blue Collar",14,"Private","$8,050",13,"z_SUV","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1869",8954,NA,0,53,0,10,"$123,954","No","$0","z_No","M","Masters","",18,"Commercial","$17,850",10,"Van","yes","$1,644",3,"No",3,10,"Highly Urban/ Urban","NO",0
"1870",8958,NA,0,59,0,NA,"$2,238","No","$96,941","Yes","z_F","z_High School","Home Maker",32,"Private","$7,620",1,"z_SUV","no","$2,490",2,"No",2,8,"Highly Urban/ Urban","YES",2479.29146827765
"1871",8960,NA,0,41,2,NA,"$0","Yes","","z_No","z_F","z_High School","Student",19,"Private","$14,540",1,"Sports Car","no","$3,641",1,"No",0,1,"Highly Urban/ Urban","YES",2675.40438991111
"1872",8965,NA,0,47,0,10,"$82,503","No","$0","z_No","z_F","Bachelors","Professional",38,"Private","$21,800",13,"Sports Car","no","$6,633",4,"No",0,15,"Highly Urban/ Urban","NO",0
"1873",8966,NA,0,29,2,0,"","No","$52,142","Yes","z_F","z_High School","Home Maker",37,"Private","$5,830",4,"z_SUV","no","$0",0,"No",1,8,"z_Highly Rural/ Rural","NO",0
"1874",8967,NA,0,46,0,12,"$111,318","No","$330,183","Yes","M","PhD","Doctor",43,"Private","$35,730",1,"Minivan","no","$2,935",1,"No",0,14,"Highly Urban/ Urban","NO",0
